#,Company Name,Company Website,Sector Classification,Brief Company Description,HQ Location,Where will roles be located? (post COVID-19),Stage - Series,Current Team Size,Link to Job Postings,Apprx. Total Roles Open,Open to Part-time or Internships?,Engineering,Design,Operations,Sales and Marketing,"Other (PM, Data Science, Legal, etc)",Software Engineer,Frontend Engineer,Backend Engineer,Full Stack Engineer,Mobile Developer,QA Engineer,DevOps,Software Architect,Hardware Engineer,Mechanical Engineer,Systems Engineer,UI/UX Designer,User Researcher,Visual Designer,Creative Director,Finance/ Accounting,Human Resources,Office Manager,Talent/Recruiting,Customer Service,Operations Manager,Executive Assistant,Business Development Representative,Sales Development Representative,Account Executive,Business Development Manager,Account Manager,Sales Manager,Marketer,Marketing Manager,Growth,Customer Success,Business Analyst,Data Scientist,Product Manager,Project Manager,Attorney
205,Blend,https://blend.com,Enterprise Technology,"Our mission is to bring simplicity and transparency to consumer banking. We form partnerships with banks and lenders to ensure consumers have access to a less stressful, more accessible lending experience. We’re not disrupting lending. We’re making lending better for everyone involved.",US/California,"At HQ (as listed above), NY, and others based on role",Series E+,101-500 FTE,https://blend.com/company/careers/,20+,,X,X,X,X,X,X,X,X,X,,,,,,,,X,,,,,X,,X,,,,,,X,,,,X,,,X,,,,,X
206,Zinier,www.zinier.com,Enterprise Technology,"Zinier helps field service teams work smarter – from the back office to the field – to solve problems quickly, fix things before they break, and deliver better customer experiences with AI-driven automation which is first in class.",US/California,"Remote (post COVID-19), At HQ (as listed above), Global",Series C,101-500 FTE,https://www.zinier.com/company/careers/,20+,,X,X,,X,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
207,SunStyles by SnappyScreen,https://www.sunstyles.shop/,,"SunStyles is a sun wellness brand whose mission is for you to Experience More by making sunscreen a part of your everyday lifestyle. Our sunscreen, up until now, was only available to guests at luxury 4 and 5-star hotels. Now, we are making the high-quality formula available for everyone to use at home to practice sun wellness. ‘Being well’ is no longer about simply partaking in fitness and eating healthy meals. Wellness is now about balance and experience: learning to unwind and taking a moment to create memories with your family and friends. The sunscreen is reef-safe, eco-friendly, hypo-allergenic and does not stain any clothing!",Fully Remote (not only during COVID-19),Remote (post COVID-19),,1-10 FTE,https://www.sunstyles.shop/apply,6-10,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,X,X,,,,,,,
208,Lob,lob.com,Enterprise Technology,"Lob automates direct mail for modern businesses. More than 5,000 companies use Lob’s APIs to move faster and create new growth opportunities. One in four U.S. households have received mail generated through Lob’s platform.",US/California,At HQ (as listed above),Series B,51-100 FTE,https://lob.com/careers,11-20,,X,X,,,X,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,
209,DoubleVerify,doubleverify.com,Other,"DoubleVerify is the leading independent provider of marketing measurement software, data and analytics that authenticates the quality and effectiveness of digital media for the world's largest brands and media platforms. DV provides media transparency and accountability to deliver the highest level of impression quality for maximum advertising performance. Since 2008, DV has helped hundreds of Fortune 500 companies gain the most from their media spend by delivering best in class solutions across the digital ecosystem, helping to build a better industry.",US/New York,"At HQ (as listed above), Tokyo, Japan | Düsseldorf, Germany | Mexico City, Mexico | Los Angeles, CA | Singapore | London | Chicago, IL | New York, NY | Tel Aviv, Israel | Ghent, Belgium | Paris, France | San Francisco, CA | Los Angeles | Tel Aviv",Series D,501+ FTE,https://grnh.se/cd7d4c5e2 | https://grnh.se/9972ff002,20+,,X,,X,X,X,X,,X,X,,,X,X,,,X,,,,,X,X,,X,X,X,,X,X,X,X,X,X,X,X,,X,,X,X,X,
210,Tot Squad,https://totsquad.com,Consumer Technology,"Marketplace connecting new parents to services like babyproofing, sleep and lactation consulting",US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,https://forms.gle/XNJsxJcyqq7eaZvp7,1-5,X,,X,X,X,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,X,,,,X,,
211,Instantish,itsinstantish.com,Enterprise Technology,Conversation-first issue tracking.,US/California,Remote (post COVID-19),Pre-Seed,1-10 FTE,https://angel.co/company/instantish/jobs,1-5,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,H.V.M.N.,hvmn.com,Consumer Technology,"Health Via Modern Nutrition. We're an online DTC company that makes cutting edge nutrition & supplements for modern, healthy lifestyles.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,11-50 FTE,https://go.hvmn.com/DigitalMarketingDirector,1-5,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,
213,Labelbox,https://labelbox.com/,Enterprise Technology,,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series B,51-100 FTE,https://labelbox.com/company/careers,1-5,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Back,https://www.backhq.com,Enterprise Technology,Back is a modern collaboration and automation platform that enables internal service and business operations teams to manage all workplace requests on one intuitive platform.,Germany,At HQ (as listed above),Seed,11-50 FTE,https://www.notion.so/Working-at-Back-f23a617a97a24b83a6e85e826f475615,1-5,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
215,Datadog,https://www.datadog.com,Enterprise Technology,Modern monitoring & analytics.,US/New York,"Remote (post COVID-19), At HQ (as listed above), Paris, Boston, Dublin, Denver",Series E+,501+ FTE,https://www.datadog.com/careers,20+,,X,X,X,X,X,X,X,X,X,,,X,X,,,X,,,,,X,X,,,,,X,X,X,X,X,X,X,X,X,,X,X,X,X,,
216,Stash Wealth,www.stashwealth.com,Consumer Technology,Stash Wealth is a tech-enabled financial services firm for young professionals.,US/North Carolina,At HQ (as listed above),Pre-Seed,1-10 FTE,https://www.stashwealth.com/contact-careers/#careers,1-5,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
217,Total Expert,https://totalexpert.com/,Other,Total Expert works with Financial companies on scaleable solutions to bring personal relationships back into Mortgage and Banking.,US/Minnesota,At HQ (as listed above),Series C,101-500 FTE,https://totalexpert.com/careers/,6-10,,X,,,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,X,X,X,,,,X,,,,X,
218,The Spike Lab,https://thespikelab.com/,Other,"The Spike Lab is a youth entrepreneurship program that helps students launch a “Spike,” a multi-year project uncommon among teens, based on genuine passion and a deep sense of purpose. It’s structured as a one-on-one coaching program, and the first to combine Spike Incubation with college consulting.",US/New York,"Taipei, Taiwan",Seed,1-10 FTE,https://docs.google.com/document/d/1URwVj8-4aYPbfQ5Bjwml8fRq2ST6E4eX8l-X2PZlbl0/edit,1-5,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,X,,X,X,,,,,
219,Parallel Domain,www.paralleldomain.com,Enterprise Technology,Data generation for autonomy.,US/California,"Vancouver, BC, Canada",Seed,11-50 FTE,https://jobs.lever.co/paralleldomain,1-5,,X,,,,,X,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,CredSimple,https://www.credsimple.com/,Healthcare,"CredSimple is a New York-based startup laser-focused on improving healthcare infrastructure with revolutionary technology. Instead of conducting a series of manual steps built on tedious data-entry, our platform automates the process and cuts the credentialing process down from a three-month period to a matter of days. We’re in it to have a profound, long-term impact and fundamentally change the way this critical part of the U.S. healthcare system works. We believe in supporting both personal and professional growth. That means, we pay attention to goals, celebrate milestones and highly encourage learning.",US/New York,"Remote (post COVID-19), At HQ (as listed above), Columbia, MD",Series B,51-100 FTE,https://www.credsimple.com/careers/,6-10,X,X,,X,X,X,X,,,,,,,,,,,,,,,,X,,,,,,,X,X,,,,,,,,,,X,,
221,Choco,https://www.choco.com/,Consumer Technology,"Choco is an ingredient ordering platform connecting restaurants and suppliers. Our mission is to build a more sustainable supply chain and eradicate food waste.
 
 Founded in March 2018, we have already raised $45M in funding and we are backed by top VCs such as Bessemer Venture Partners and Atlantic Labs, as well as startup leaders and entrepreneurs who have built companies such as Google, Facebook, Uber, SoundCloud, DropBox, and Delivery Hero.
 
 We are growing extremely fast and we are looking for highly motivated individuals who are deeply passionate about food, tech, and entrepreneurship and want to build a successful and impactful business.",Germany,"Barcelona, Berlin, Chicago, Madrid, New York, Paris, San Francisco",Series A,101-500 FTE,https://www.choco.com/jobs#openpositions,6-10,X,,X,,X,,,,,,,,,,,,,X,,X,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,
222,Gemini,https://gemini.com/,,"A digital currency exchange and custodian that allows customers to buy, sell, and store digital assets",US/New York,"At HQ (as listed above), Portland Oregon & Chicago IL",,101-500 FTE,https://gemini.com/careers,11-20,,X,,,X,X,X,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,X,,
223,Step,www.step.com,Consumer Technology,Next Generation Banking,US/California,At HQ (as listed above),Series A,11-50 FTE,https://step.com/careers,11-20,,X,X,X,,X,X,X,X,X,X,X,X,,,,,X,X,X,,,,,,X,,,,,,,,,,,,,,X,,,
224,Relyance Inc.,https://relyance.io,Enterprise Technology,Empower organizations across the globe to responsibly leverage and protect data,US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,https://relyance.io/careers,1-5,,X,X,,,,X,X,X,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,
225,CoderPad,coderpad.io,Enterprise Technology,"CoderPad is the easiest to use online technical interview software that is making hiring faster, easier and more fair.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Series B,11-50 FTE,https://coderpad.io/about-us,1-5,,X,,X,X,,X,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,
226,Zocdoc,www.zocdoc.com,Healthcare,"Zocdoc is the tech company at the beginning of a better healthcare experience. Each month, millions of patients use Zocdoc to find in-network neighborhood doctors, instantly book appointments online, see what other real patients have to say, get reminders for upcoming appointments and preventive check-ups, fill out their paperwork online, and more.",US/New York,At HQ (as listed above),Series D,101-500 FTE,https://www.zocdoc.com/about/careers-list/,20+,,X,X,X,X,X,X,,,X,X,,,,,,X,,,,,,,,,X,,,,X,,X,,,,,,,X,,X,,
227,Animoto,https://animoto.com/,Consumer Technology,"At Animoto, we believe video is the most powerful form of communication. That’s why we make best-in-class, easy-to-use online and mobile video creation apps.",US/New York,At HQ (as listed above),,51-100 FTE,https://jobs.lever.co/animoto,1-5,,,X,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,
228,Anyscale,http://anyscale.com/,Enterprise Technology,"Program your cluster as easily as your laptop
 From the creators of Ray, a framework for building machine learning applications at any scale originating from the UC Berkeley RISELab.
 
 Join us in shaping the future of computing.",US/California,At HQ (as listed above),Series A,11-50 FTE,https://jobs.lever.co/anyscale,6-10,,X,X,,,X,X,X,X,X,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,X,,
229,YipitData,https://www.yipitdata.com/,Consumer Technology,"YipitData is the on-demand, 100+ person data team for hundreds of the largest hedge funds, mutual funds, pension funds, private equity funds, family offices, sovereign wealth funds, and venture capital funds in the world.
 
 We identify, screen, license, clean, and analyze alternative data to help investors answer their key questions.",US/New York,At HQ (as listed above),Series C,101-500 FTE,https://www.yipitdata.com/careers,11-20,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,X,,,,
230,Sparrow,trysparrow.com,Enterprise Technology,"By combining incredible customer service and modern technology, Sparrow takes care of the most painful parts of leave management, ensures an exceptional employee experience, and assists with compliance for all types of leave nationwide.",US/California,At HQ (as listed above),Pre-Seed,11-50 FTE,https://jobs.lever.co/sparrow,6-10,,X,,X,X,,X,X,X,X,,,,,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,
231,Sensor Tower,https://sensortower.com/,Enterprise Technology,"Sensor Tower is a competitive intelligence solution in the mobile app market. Public companies like DocuSign, Ticketmaster, and Expedia turn to Sensor Tower to make key business decisions. Our insights are cited by the world's leading news and finance publications, including the Wall Street Journal, The New York Times, and Forbes.",US/California,You will be on-site in San Francisco or remote within California.,,51-100 FTE,https://sensortower.com/careers,20+,,X,,,X,X,X,X,X,X,,X,X,,,,,,,,,,,,,,,,X,X,X,X,,,,,,X,,X,X,,
232,Project Ronin,https://www.projectronin.com/,Healthcare,"We are developing an end-to-end cancer care platform that helps doctors and patients make better-informed decisions about treatment, by surfacing all the relevant information they need to assess their options and take confident, decisive action.",US/California,At HQ (as listed above),Series B,51-100 FTE,https://jobs.lever.co/projectronin,6-10,,X,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Pathstream,https://www.pathstream.com/,Consumer Technology,We work with tech companies to create digital skills certificate programs delivered through colleges and universities,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series A,11-50 FTE,https://www.pathstream.com/careers/,6-10,,X,X,X,X,,X,X,X,X,,,,,,,,,,,,X,,,,,,,,,,X,,X,X,X,X,,,,,,
234,Kanopy,kanopy.com,Consumer Technology,"Kanopy is a video streaming platform that brings people together through film. By partnering with universities and libraries, we’ve made it possible to offer free access to the world’s top film collection for millions of people.",US/California,"Remote (post COVID-19), At HQ (as listed above)",,51-100 FTE,https://www.linkedin.com/jobs/view/1815335123/,1-5,,X,,,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,X,X,,X,X,,,,,,,X,,
235,Parity Technologies,https://www.parity.io/,Other,We're a core blockchain infrastructure company. We're creating an open-source creative commons that will enable people to create better institutions through technology.,Germany,"Remote (post COVID-19), At HQ (as listed above)",Seed,51-100 FTE,https://www.parity.io/jobs/,6-10,,X,,X,,,X,,,,,,X,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,
236,Triplebyte.com,www.triplebyte.com,Enterprise Technology,Triplebyte helps 450+ top tech companies source and hire software engineers,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series B,51-100 FTE,https://triplebyte.com/company/public/triplebyte?ref=jb_startupshiring,6-10,,X,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Braid Health,www.braid.health,Healthcare,Industry vets from Apple and Twitter tackle AI + imaging diagnostics software,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series A,11-50 FTE,https://braid.applytojob.com/apply,1-5,,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Lightstep,https://lightstep.com/,Enterprise Technology,"Lightstep delivers unified observability, with visibility across multi-layered architectures, enabling teams to detect and resolve regressions quickly, regardless of system scale or complexity.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Series C,101-500 FTE,https://lightstep.com/about/careers/,20+,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,X,,,X,,
239,Fama,www.fama.io,Enterprise Technology,Fama helps companies prevent toxic behavior and reduce brand risk by analyzing publicly available online information.,US/California,"Los Angeles, remote is possible",Series B,11-50 FTE,https://angel.co/company/fama/jobs,1-5,,X,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Octane AI,https://www.octaneai.com,Enterprise Technology,Octane AI is the leading conversational marketing automation platform for ecommerce. We use messaging channels like Facebook Messenger and SMS to improve the shopping experience for Shopify merchants and their customers.,Fully Remote (not only during COVID-19),Remote (post COVID-19),Seed,11-50 FTE,https://jobs.lever.co/octane,1-5,,,X,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,
241,Wpromote,www.wpromote.com,Other,Leading independent Digital Marketing Agency building out internal engineering team,US/California,At HQ (as listed above),,501+ FTE,https://www.wpromote.com/contact/careers,1-5,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Jyve,https://jyve.com/,Enterprise Technology,"Jyve is a tech platform that matches brands’ in-store execution needs with the right skilled labor, at the right time.",US/California,At HQ (as listed above),Series A,101-500 FTE,https://www.jyve.com/careers#openings-link,1-5,,X,X,,X,X,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,X
243,0x,0x.org,Other,Infrastructure and products for the decentralized exchange of digital assets on the Ethereum blockchain.,US/California,At HQ (as listed above),,11-50 FTE,https://0x.org/jobs,1-5,,X,,X,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
244,Lambda Labs,lambdalabs.com,Enterprise Technology,"Lambda is an AI infrastructure company, providing computation to accelerate human progress.
 
 Lambda provides GPU workstations, servers, and cloud instances to some of the world’s leading AI researchers and engineers.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,11-50 FTE,https://lambdalabs.com/careers,1-5,,X,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,
245,Care Access Research,www.careaccessresearch.com,Healthcare,Healthcare startup developing and managing Clinical Trials,US/Massachusetts,"Remote (post COVID-19), At HQ (as listed above), Continental US",Pre-Seed,11-50 FTE,,20+,,,X,X,X,,,,,,,,,,,,,,,,,X,X,,,,X,,,X,,,,,X,,,,,,,,
246,Reify Health,www.reifyhealth.com,Healthcare,Tech Startup in Healthcare space.,US/Massachusetts,"Remote (post COVID-19), At HQ (as listed above), EU, APAC",Series B,51-100 FTE,https://www.reifyhealth.com/careers/#open-positions,20+,,X,X,X,X,X,,,,,,,X,,,,,X,,,,,,,,X,,,X,,,,,,,,,X,,X,,,
247,Vidado,vidado.ai,Enterprise Technology,AI-powered handwriting OCR engine automatically extracts data for enterprise scale workflows. Reads better than humans.,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series E+,11-50 FTE,https://vidado.ai/jobs/,6-10,,X,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,
248,OneSignal,https://onesignal.com,Enterprise Technology,"OneSignal is building the best platform for businesses to intelligently engage with customers across every channel. We provide a simple interface to push notifications, email, and in-app messages, letting content creators focus on quality user engagement instead of complex implementation.",US/California,At HQ (as listed above),Series B,51-100 FTE,https://onesignal.com/careers,6-10,,X,,X,X,,X,X,X,X,X,,X,X,,,X,,,,,X,,,X,,,,,,,,,,X,,X,,,,,,
249,DISQO,DISQO.com,Enterprise Technology,"DISQO is a next generation consumer insights platform that delivers unprecedented data and analytics. DISQO powers insights professionals and marketers with automated solutions that drive consumer research and improve ad effectiveness. We’re building a truly differentiated consumer insights platform, which connects consumer attitudes and behaviors to deliver unprecedented insights that are transforming the world's largest market research agencies, analytics companies, and brands. This data helps our clients understand user behavior, build better experiences, and make better decisions. We utilize cutting-edge technology and innovative, out-of-the-box strategies to collect and analyze insights which help shape the products and services of tomorrow.",US/California,At HQ (as listed above),Series A,101-500 FTE,https://www.disqo.com/company/careers/#open-positions,11-20,,X,X,X,X,X,X,,X,,,,X,,,,,,,X,,,X,,,,,,,,,X,,,,,X,,,,X,,
250,Vouch,https://www.vouch.us/,Other,Commercial Insurance for startup companies,US/California,,Series B,11-50 FTE,https://www.vouch.us/careers,6-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Segment,segment.com,,Segment is a customer data platform that makes good data accessible for all teams.,US/California,"At HQ (as listed above), SF, NY, Denver, Vancouver, London, Sydney, Dublin",Series D,501+ FTE,https://segment.com/jobs/,20+,,X,,X,,,X,,X,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,
252,Discord,www.discordapp.com,Consumer Technology,Discord is a real-time communication tool with the mission of bringing people together around the things they love.,US/California,At HQ (as listed above),Series E+,101-500 FTE,www.discordapp.com/jobs,20+,,X,,X,,X,X,X,X,X,X,,X,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,X,X,X,
253,Modern Fertility,modernfertility.com,Healthcare,"We're a women’s health company making personalized reproductive health information more accessible, earlier in life. We've raised $22 million from Forerunner Ventures, Maveron, Union Square Ventures, First Round Capital, #Angels and Y Combinator, and we’re looking to grow our San Francisco based team!",US/California,At HQ (as listed above),Series A,11-50 FTE,https://modernfertility.com/careers/,6-10,,X,X,,X,,X,X,X,X,,,,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,
254,Bynder,https://www.bynder.com/en/,Enterprise Technology,"100% cloud-based Digital Asset Management platform working with 1800+ customers around the world to manage, create, distribute, and organize content allowing marketing teams to focus on revenue-generation.","Netherlands, The","Remote (post COVID-19), At HQ (as listed above), San Mateo, CA & Boston, MA",,101-500 FTE,https://www.bynder.com/en/careers/all/,11-20,X,X,X,X,X,X,,X,X,X,,,,X,,,,X,,,,X,,,,,,,,,,X,,X,,X,,X,,,X,,
255,Bugcrowd,Bugcrowd,Enterprise Technology,"Bugcrowd is the world’s #1 crowdsourced security company. Our award-winning platform combines actionable, contextual intelligence with the skill and experience of the world’s most elite security researchers -- also known as whitehat hackers -- to help leading organizations solve security challenges, protect customers, and make the digitally connected world a safer place.",US/California,"At HQ (as listed above), Salt Lake City, London & Sydney",Series D,101-500 FTE,https://www.bugcrowd.com/about/careers/,20+,,X,,X,X,,,X,,X,,,X,,,,,,,,,,X,,,,,,X,,X,,,,,X,,,,,,,
256,Chronosphere,www.chronosphere.io,Enterprise Technology,"Chronosphere is a Series A software startup delivering the most highly scalable and reliable metric data management to the world. Chronosphere is powered by M3, which was created by the founders of Chronosphere while at Uber.",US/New York,"At HQ (as listed above), Bellevue, WA",Series A,11-50 FTE,https://boards.greenhouse.io/chronosphere/jobs/4012682003,1-5,,X,X,,,,X,X,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
257,Whisper.ai,,Consumer Technology,"Whisper.ai is a 35 person San Francisco based startup using deep learning in hearing aids to amplify voices and sounds of interest, solving the #1 need for 360MM+ folks with hearing loss - a $15B hearing health market. We've already developed far better signal-noise ratio of incumbents, and we're beginning external trials with the goal of selling our hearing aid this year. If you're passionate about expanding the capacity of humankind, working with an outstanding technical team, and solving complex and fascinating technical work, we'd love to talk to you!",US/California,At HQ (as listed above),Series B,11-50 FTE,https://boards.greenhouse.io/whisperai,6-10,,X,X,,X,,X,X,,X,,X,X,,,,,,X,,,,,,,,,,,,,,,,X,X,,X,,,,,
258,NurseFly,nursefly.com,Healthcare,"At NurseFly, we’re on a mission to transform hiring and recruiting in healthcare. We’re a high impact and positive impact business working to efficiently and cost effectively match the right talent to the right jobs in the healthcare sector, and as a result, help reduce healthcare costs and improve patient care.",US/California,"Remote (post COVID-19), At HQ (as listed above), Denver & Columbia",Series A,11-50 FTE,https://boards.greenhouse.io/nursefly,6-10,,X,X,,X,X,X,X,X,X,X,,,,,,,X,,X,,,,,,,,,X,X,X,X,X,,X,X,X,,X,X,X,,
259,Headway,https://headway.co/,Healthcare,"Headway is a managed marketplace solving mental health's affordability crisis.
 
 One in four Americans have a treatable mental health condition, and the majority of them don't get care. The primary reason why is price (most therapists don't take insurance directly).
 
 We're building out a marketplace with a network of therapists for whom we take care of the insurance stuff so people can get access to quality mental healthcare.
 
 We've been growing rapidly since our April launch—already facilitating thousands of appointments for people who otherwise wouldn’t have been able to afford quality mental healthcare. To support our mission, we've raised money from the world's best venture capitalists, angels, and healthcare entrepreneurs.
 
 We're looking for amazing therapists, engineers, and startup operators to help us help people. Want to change lives? Let's talk.",US/New York,At HQ (as listed above),Seed,11-50 FTE,https://jobs.lever.co/headway,6-10,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,X,X,,X,X,,X,X,,,,X,,,,X,,
260,Spokeo,https://www.spokeo.com/,Consumer Technology,"People increasingly mistrust companies, technologies, and each other. We want to leverage data to make the world around us more transparent—making trust a little easier.",US/California,At HQ (as listed above),Pre-Seed,101-500 FTE,https://www.spokeo.com/careers/jobs,11-20,,X,X,,X,X,,,X,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,X,,X
261,Headspace,http://www.headspace.com,Consumer Technology,,US/California,At HQs across the US and worldwide,,,https://jobs.lever.co/headspace,11-20,,X,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,
262,Clockwise,www.getclockwise.com,Consumer Technology,"Creating the world's first intelligent calendar system for the individual, your team, and your organization with the goal of helping the world make time for what matters.",US/California,At HQ (as listed above),Series A,11-50 FTE,www.getclockwise.com/careers,1-5,,,X,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,
263,Monday.vc,www.monday.vc,Consumer Technology,"MondayVC is a quickly scaling start-up building white-label job boards and talent networks for venture capital funds and startup accelerators across the world. Customers use our platform to save time when making high-value introductions between portfolio companies and professionals in their networks.
 
 As a remote company operating from 7 countries, we understand remote work and are constantly investing in our team by encouraging autonomy, clear communication, and discipline.
 
 We’ve recently closed our seed round and are prepared to scale our offering with current customers as we develop new products.",Fully Remote (not only during COVID-19),Remote (post COVID-19),Seed,11-50 FTE,https://boards.greenhouse.io/mondayvc,6-10,X,X,X,X,X,X,X,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,X,
264,Retool,retool.com,Enterprise Technology,Retool makes building internal tools fast and painless.,US/California,At HQ (as listed above),Series A,11-50 FTE,https://retool.com/jobs/,20+,,X,X,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Grammarly,grammarly.com,Consumer Technology,To improve lives by improving communication,US/California,"At HQ (as listed above), Vancouver, Kyiv",,101-500 FTE,https://www.grammarly.com/jobs,20+,,X,X,X,X,X,X,X,X,X,X,,,X,,,,X,,,,X,X,,X,X,X,,,X,X,,X,,,,,X,,X,X,,
266,Hyperscience,https://www.hyperscience.com/,Enterprise Technology,We help businesses process documents and extract valuable data insights more intelligently than ever before.,US/New York,"Remote (post COVID-19), At HQ (as listed above), Sofia, Bulgaria & UK",Series B,101-500 FTE,https://www.hyperscience.com/careers/,20+,,X,,X,X,X,X,X,X,X,,,X,,,,,,,,,,,,,X,,,,X,,,,,X,X,,X,,,X,X,
267,Compete To Create,Compete To Create,Consumer Technology,Compete to Create is a educational technology company founded by Seahawks Head Coach Pete Carroll that is dedicated to helping people find their best every day.,US/Washington,At HQ (as listed above),Seed,1-10 FTE,https://bit.ly/C2Cjobs,1-5,,X,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Rakuten Americas,20000,Consumer Technology,"Rakuten's businesses in the Americas span E-Commerce, Logistics, Digital Content and Ads & Media. ... An e-commerce platform based in San Mateo, Ca, SLC, Chicago, NYC, Tampa Florida, Seattle",US/California,At HQ (as listed above),,,https://boards.greenhouse.io/rakutenamericas/jobs/4624762002https://boards.greenhouse.io/rakutenmarketing/jobs/4594754002,20+,,X,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
269,LawVu,www.lawvu.com,Enterprise Technology,The worlds leading SaaS platform for managing all things legal in the enterprise. Think Hubspot for legal.,Fully Remote (not only during COVID-19),"Remote (post COVID-19), At HQ (as listed above)",Series A,11-50 FTE,https://lawvu.com/jobs/,1-5,X,X,,,,,X,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Deliverr,Deliverr,Consumer Technology,"Large online marketplaces like Amazon have trained consumers to expect products delivered to their doorsteps within 1-2 days at no extra cost. As a result, millions of sellers on other marketplaces are falling behind, unable to cost-effectively deliver products to their customers within 1-2 days. Deliverr's mission is to enable any seller, regardless of size, to delight their customers with fast and cost-effective fulfillment.
 
 We’re a group of engineers, product experts, customer champions and designers, looking for intelligent, driven and passionate people to help make our vision a reality. We've raised over $70M to date and have offices in San Francisco, Chicago and Toronto.",US/California,"Remote (post COVID-19), At HQ (as listed above), Chicago",,51-100 FTE,https://deliverr.com/careers/,6-10,,X,,X,X,,X,,X,,,,,,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,
